letra,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41
A,0.0,0.0,0.2770169428026155,-0.06682658018314183,0.5055006044747798,-0.38946349092570604,0.573505335642242,-0.730525122039355,0.6542001346277454,-0.9291489319961126,0.41596809098827353,-0.6789650370774768,0.43924400888602183,-0.9152788146514308,0.37269250639017704,-0.6566072753407409,0.3462312563772564,-0.5292575919015778,0.2553901198591957,-0.7141995566270835,0.2899581455798032,-1.0,0.24159056500408502,-0.669024058539232,0.22196965749663694,-0.5247689104835187,0.09856693806680718,-0.7040059664856653,0.1155030957842024,-0.9377088264709115,0.10219114988168918,-0.6090683030132609,0.1001820702085169,-0.48560050577167413,-0.06639476727984661,-0.6682342649339866,-0.03957701320900272,-0.8159270402843257,-0.02692016988156682,-0.5908805840084936,-0.022161262606584693,-0.5057560638914338
A,0.0,0.0,0.2708467090956714,-0.06784475252696945,0.49347589640251927,-0.38815675623294443,0.563963065006544,-0.7220900538987373,0.646309603918186,-0.9232271314754293,0.408578944057907,-0.6747081706379925,0.4396722911714701,-0.9151957804791877,0.37486800697759737,-0.6600257169295609,0.3428838406117821,-0.5347567108992153,0.2530967704046896,-0.7117217105690697,0.29057188822700997,-1.0,0.24448763863113834,-0.675649998158904,0.22080394664222164,-0.5325750382223003,0.09798010385450397,-0.7031562852670283,0.11586533441552921,-0.9327552465759527,0.10304316999804207,-0.6059344208908172,0.09769825448452911,-0.4836161754000159,-0.06607646588011012,-0.6696843255762865,-0.037033254783381236,-0.8161908172390424,-0.02417739778761805,-0.5949535610916854,-0.02181985611078537,-0.5117573016146046
A,0.0,0.0,0.2767791485161904,-0.06465079540624133,0.5015735159152007,-0.3957844596106805,0.5680309115867609,-0.7364402511042286,0.6517297353677591,-0.9291196099571621,0.4081479412105396,-0.6794400943868445,0.4402229055822313,-0.9169468099101994,0.3737833306165492,-0.6597809206281484,0.34019769452479776,-0.5350895464263458,0.24979388257098276,-0.7129941773464236,0.29028042977252916,-1.0,0.243690290807713,-0.6714716181672662,0.218357528435819,-0.5275868195962772,0.09550147728410346,-0.7013303156938047,0.11625410858994713,-0.9352599962366862,0.10420951279762544,-0.6080752956271657,0.0971315477335469,-0.4859200175271884,-0.06714370250323262,-0.6651625641479895,-0.03676967209377046,-0.8140003658486089,-0.02473618803570221,-0.5927428844280052,-0.023802907186094818,-0.5104899488598155
A,0.0,0.0,0.2775831787659519,-0.07009294579688138,0.5011398973285601,-0.39827692034298134,0.5678886972353482,-0.736182451469754,0.6484365520720062,-0.929999260255985,0.40805180974286875,-0.680336074297961,0.4391390804667554,-0.9163901707509408,0.37296049117326124,-0.6610980148246377,0.340980393430654,-0.5376778031321139,0.2499364511692461,-0.7147751398231446,0.2887233464258943,-1.0,0.24167510317123858,-0.6738102956859512,0.21735428981326388,-0.5298927832208454,0.09535436567369829,-0.7031117028131857,0.11519721303014027,-0.9362586891107376,0.10264964570871982,-0.6108835414500785,0.09610322551442071,-0.48761735577768367,-0.067744520498139,-0.6659252112514017,-0.038515725637536746,-0.8156619734484288,-0.025992048066177123,-0.5947803829946053,-0.024039584896732365,-0.5104631866286136
A,0.0,0.0,0.269587684406871,-0.07177471633513996,0.49204430081087325,-0.40049908330265255,0.5601569890138121,-0.7336484181808415,0.6454431193772523,-0.9280155813190195,0.4033950664883748,-0.6841611486968696,0.4343792608727199,-0.9148870345055584,0.3664288694507672,-0.6554738470847596,0.3349131738098124,-0.5328727058113115,0.2479821324492851,-0.7188871740311074,0.28623573214116965,-1.0,0.2368918179133623,-0.6713537797605771,0.21245538779252882,-0.5283156647548838,0.09535142894138716,-0.706727646645958,0.1135436767238573,-0.9369328992860494,0.10138901410191348,-0.6105555218012293,0.09677742559422306,-0.48573698005643745,-0.06460395186451365,-0.6708188628191634,-0.03946316613487214,-0.815815821307104,-0.025278344672199318,-0.5950671508106611,-0.019905990003636152,-0.5104935529984382
A,0.0,0.0,0.2735448161255629,-0.06685530605041967,0.49912159968864295,-0.4029521834373204,0.569139646898076,-0.7421409632484477,0.6565671465782599,-0.927361336301893,0.41131698792032895,-0.6849335803521686,0.4379600611213272,-0.9136608124702842,0.36968964716893,-0.6493679518063252,0.3421479637822384,-0.5339756114737082,0.25400009667403806,-0.7185383302143455,0.2876326611570799,-1.0,0.24091399469209526,-0.6690950809999262,0.21981530258348866,-0.5357063684439272,0.10026222832824336,-0.7058549672745881,0.11609458137849678,-0.9375956583356148,0.10500186055853425,-0.608641929780479,0.10071299186562975,-0.49375119019491903,-0.061790961560819015,-0.6731632036942817,-0.039117878571574415,-0.8105836820057529,-0.025825302512649924,-0.5890753336608583,-0.02045676816190568,-0.515009686155236
A,0.0,0.0,0.27665887143146217,-0.04533403762446901,0.5092937461727248,-0.3861611460704131,0.5792581662419238,-0.7344246945581094,0.6620738480664481,-0.9221821254008193,0.4118377786052043,-0.6817708323938128,0.43994688954410976,-0.9199477554062533,0.3754471631501805,-0.6570514231919266,0.3476894903754011,-0.5323062609579046,0.2514879618103862,-0.7119880417646907,0.28708412752663826,-1.0,0.2425238480823647,-0.6612949965795262,0.21946252244105638,-0.516378323608124,0.0981122613613369,-0.6995008453297508,0.1148088635845865,-0.9372499305771682,0.10405434643165584,-0.5998947595497645,0.09600575458771646,-0.4719352963291159,-0.06506402233499887,-0.6695162302993813,-0.04011477766708089,-0.8152581250710278,-0.02754131334946143,-0.5841771333235641,-0.026130361275673846,-0.49699669985557293
A,0.0,0.0,0.2690654007364706,-0.07056510524287085,0.48989054348345396,-0.4016166265095761,0.5613124913032465,-0.7358072902918043,0.6466009454331576,-0.9312728827201427,0.40454500833267903,-0.6813781323863599,0.4349361565508678,-0.9172336697315132,0.3694318169819382,-0.6620755474629211,0.33606231491139216,-0.5365747686624359,0.24772493973300092,-0.7169776623983793,0.28620810673858177,-1.0,0.23794254910248458,-0.6737004214482041,0.21204679263730103,-0.5323070737289202,0.0916850829624548,-0.7061870494872587,0.11114573840520856,-0.9332909999852593,0.09786750115076802,-0.6054506520461194,0.09109639573079964,-0.48374638839703843,-0.07299554402133283,-0.6718187340955915,-0.042638581689265764,-0.8158832854121087,-0.030372016667239918,-0.5936699029654009,-0.02962055443652826,-0.5116832618060748
A,0.0,0.0,0.2708269619966153,-0.0649775385403648,0.49848749549361576,-0.39474011887179067,0.5666888077190524,-0.7410081596578808,0.6521325871840746,-0.9380383209874882,0.40905096494464244,-0.6769050805091573,0.4356027701695662,-0.9183362198030189,0.3715964441946623,-0.658067237566481,0.3446589934388728,-0.5372044348289551,0.2502751155464262,-0.7123348307639756,0.28519575480726556,-1.0,0.24015978155657347,-0.6708381306782019,0.21869046261899064,-0.5366540985696094,0.09385352326682464,-0.7014742870027255,0.10923254541194347,-0.9334771450073469,0.09806123466304445,-0.6028495702686751,0.09392461581628339,-0.4855218340363363,-0.07175530869941439,-0.6689640637679135,-0.04829350538010747,-0.8156059083377258,-0.03401599708562614,-0.591573093026494,-0.029960461605185635,-0.5127648986216038
A,0.0,0.0,0.27341055153752025,-0.06745574363015011,0.4989957160858196,-0.40030785211110986,0.5667044629197305,-0.7456773098714048,0.6548276029229336,-0.9383847816995611,0.41108751313518815,-0.6784011711755953,0.43653357849897595,-0.9182853280960478,0.3737355754787108,-0.6577736285906659,0.3483350422791908,-0.5400969593242143,0.25100473082341396,-0.7123392480631217,0.28523461315168697,-1.0,0.24224173457145767,-0.6723755728456268,0.22161661055414536,-0.540693924905158,0.09394820753118822,-0.7004969946142705,0.1101169629815092,-0.9332582595924335,0.100249838034836,-0.6041760670956925,0.09629095831114999,-0.48937370770937355,-0.07161189434729222,-0.6675329695457121,-0.04710055278991764,-0.8148931397960475,-0.032510491062814305,-0.5925818745602545,-0.02889262937312515,-0.5156853048147056
A,0.0,0.0,0.2727942682879313,-0.07545244570169775,0.4948710880105712,-0.40692084708745085,0.5624198476576558,-0.7450465276360877,0.6512968287638031,-0.939836672516749,0.40192160331079185,-0.6875892647288635,0.4272613696398743,-0.920371881730859,0.3647174049934202,-0.6602257106718824,0.33971364482473004,-0.5383290019821012,0.24425155046732927,-0.7206440802376007,0.27824944561078335,-1.0,0.23522777405135867,-0.6696854152797335,0.21790146137542152,-0.5308099214826503,0.08915831294742342,-0.7083667628739169,0.10611615003973839,-0.9376608022000443,0.09548964099710876,-0.6099451329591459,0.09454080065827042,-0.49096983443945835,-0.07226656684239258,-0.6715052740817333,-0.0476123243037613,-0.8170358475001267,-0.036096467284856555,-0.5955261952832611,-0.03337573909833878,-0.5142771196144225
A,0.0,0.0,0.2794453691781037,-0.06693906179663536,0.5068406561770463,-0.40042241135642725,0.5748837452760068,-0.7452330852255478,0.6624511374224009,-0.9364213854254996,0.4206436146268438,-0.6768366780775311,0.4410696900222983,-0.9125989552254431,0.37375993216293457,-0.6559725929880762,0.3495132062435225,-0.5396131821655518,0.26051181390869216,-0.7120622258513657,0.2883392481391916,-1.0,0.24313652209415534,-0.6716415941710373,0.22793986788522136,-0.5341443422003078,0.10425038995843933,-0.7025608492195596,0.11416821079739958,-0.9371491682631408,0.10443662782785298,-0.6090224343875297,0.10682170786093402,-0.48937114621609457,-0.060532541900903444,-0.6700853197659202,-0.04210493807774044,-0.8137318760926687,-0.02632591103713242,-0.5906915611946861,-0.014806695769605227,-0.5101950315630791
A,0.0,0.0,0.27598996139222953,-0.05983302275638753,0.5050949375188559,-0.3968729636089978,0.5752453949502329,-0.7456825888228386,0.6613804596259062,-0.9397695072883129,0.4167806591056811,-0.6794699057862982,0.43806591476414686,-0.9146281951276415,0.37048511265739875,-0.656671872554495,0.3424389864211927,-0.5318985112027993,0.2577223933041261,-0.7144059308517668,0.28591412215261924,-1.0,0.24052292737618639,-0.6704166332731761,0.2226692987031297,-0.5295968779778777,0.10195634103572551,-0.7043033334606132,0.11066029316057954,-0.9350321773381073,0.1021028877571701,-0.6052133078270006,0.1043255305159158,-0.48238030059596365,-0.06259129011047755,-0.6729348870992309,-0.044168888120547214,-0.8133644106094371,-0.028538426711323728,-0.5880775168166821,-0.01787859511522118,-0.5049905610064456
A,0.0,0.0,0.27508407196269724,-0.07370524339377484,0.5013452986487273,-0.4053409755187409,0.5701880725617764,-0.7468154463970376,0.6561872694423578,-0.9483386808016806,0.4143179069757169,-0.6800634544273904,0.43808060769509566,-0.9181002250122687,0.3689811006101646,-0.6631182236799067,0.34068281557933877,-0.5347069381903057,0.2535320531522858,-0.7158320331899932,0.284067944996627,-1.0,0.23497280058763603,-0.6715511879246852,0.21587168431895662,-0.5262245415035834,0.09625211639215535,-0.7057897800214263,0.10974601611329327,-0.9402365983916997,0.09583057335532481,-0.6121504311245165,0.09463388755865369,-0.48477049568959624,-0.06851062997335065,-0.6709016246024633,-0.04668841553878312,-0.8179180191347724,-0.035231237601134044,-0.5935054606020282,-0.029036616397729642,-0.5057861199172143
A,0.0,0.0,0.2781477509393146,-0.07278572669566818,0.5068414216957572,-0.40531062942428214,0.5766014074678842,-0.746983978576431,0.6599160129841983,-0.9465933231618371,0.4190734413846721,-0.6778020001413937,0.4411062044757323,-0.9188774182985154,0.3741439596494827,-0.6615939832449518,0.3492009306697794,-0.5373585443992553,0.2564003039016338,-0.7136423533769968,0.28510491107105307,-1.0,0.23921654403239032,-0.6716129175684202,0.22139429993734214,-0.5309313472470214,0.09834300700151688,-0.704502335788126,0.1117490685347493,-0.9423561479761999,0.09998262606454865,-0.6131096404901831,0.09852011788989604,-0.4883210593696559,-0.06712060155750114,-0.6721662705641177,-0.04486584403347554,-0.8197670712612666,-0.032044954346797445,-0.5951410507532797,-0.026184807046590066,-0.5099913825701603
A,0.0,0.0,0.2759132333969961,-0.06691837789410615,0.49726631325111864,-0.4036629855972053,0.5645951307732963,-0.7480335365120949,0.651746259701704,-0.943815224426257,0.4121920422777895,-0.6744959836894134,0.43863112532556703,-0.9171260950368362,0.37248880015999625,-0.6624164361426783,0.34125453254708926,-0.5320353981191249,0.2538591042677571,-0.7103154094793581,0.28618352377467365,-1.0,0.2385353282148196,-0.6712957457848958,0.21806109907958288,-0.5227956999134608,0.09721181088095517,-0.7025805869161292,0.11070438670936297,-0.9337812921032377,0.09677315875299079,-0.6031242104418433,0.095226800286639,-0.4760356756465312,-0.0671456452543545,-0.6709803927305374,-0.04357880367715454,-0.8184744017539398,-0.03340265945652694,-0.5919054576140627,-0.028540496326837004,-0.504712741370998
A,0.0,0.0,0.27612622461806546,-0.07418624836218765,0.49456362693128836,-0.4078963339607457,0.561603983625202,-0.7473987258318756,0.648466857994187,-0.9429864635225104,0.4098581754271614,-0.6774616444301078,0.4366438897128757,-0.9176128427766655,0.3706506521319827,-0.6625410284463895,0.3389135692337366,-0.533525478374226,0.2527644318703318,-0.7130067449601937,0.28452687176178726,-1.0,0.23708695120815682,-0.6727458672257953,0.21630585605209074,-0.5267442493664909,0.09653241039420564,-0.7046316626538879,0.11078366411046005,-0.9338066084481188,0.09717028426436453,-0.6054352091411545,0.09544517734930463,-0.481268768331859,-0.0672501754205104,-0.6714678331992046,-0.042732145351273336,-0.8176673187432243,-0.03180598325274521,-0.5934483141340712,-0.027321952338829288,-0.5084511532859338
A,0.0,0.0,0.2756797652960251,-0.08953567437838157,0.492803500184571,-0.4141027798744793,0.5602085407439202,-0.7500007016918675,0.6484795064912735,-0.9431996546220651,0.4070733866778549,-0.6835911279951458,0.4313652314486444,-0.922605258198178,0.3669030346042203,-0.6684410288278929,0.33922508476697644,-0.5467344975735495,0.24900227213024398,-0.7185490010142827,0.27938646558014274,-1.0,0.23526532840686734,-0.6789120387142635,0.21663327826178347,-0.5463388473146564,0.09281907254631089,-0.7064476750453527,0.10735386591156998,-0.9373657364588803,0.0972834960929277,-0.6149918598545658,0.09610517352735928,-0.49766960334242344,-0.07145406252043353,-0.6683939375070104,-0.04774997564869334,-0.8144750611953274,-0.031217075707978506,-0.5954483379622473,-0.024547052701841147,-0.5136488424111297
A,0.0,0.0,0.2751667409030019,-0.08688705163192517,0.4923345097576461,-0.41199026229802455,0.5589047661389239,-0.7490497472086584,0.6471771010267883,-0.9421078119338787,0.40776221907918137,-0.6813375877955465,0.43127006874063045,-0.9222098425746491,0.3659188948647292,-0.666653024355058,0.3388215244930046,-0.5448428322602304,0.25038849425444004,-0.7166079839516555,0.278642310223673,-1.0,0.23373767205932702,-0.6766053330496841,0.2169708209652275,-0.5449299837788067,0.09471147134200458,-0.7052797407933095,0.10741762259798365,-0.9357247682330534,0.09602456114691814,-0.6131336819117075,0.09585908752463926,-0.49889185649562395,-0.06869482135081321,-0.6688648447186387,-0.04713661036893243,-0.8147279210612915,-0.03275723305666448,-0.5952370812156588,-0.02649478877546611,-0.5160981008240233
A,0.0,0.0,0.28060483088326255,-0.07494668146104895,0.5053213792545764,-0.40975599639127686,0.5733250499876033,-0.7542255485490685,0.6609253067000933,-0.9461013754564718,0.4109002461226285,-0.6836896334682362,0.43803207900560465,-0.9219734599843069,0.37352819516601626,-0.6632449158451668,0.3435807789089342,-0.5383539961329722,0.25068098256737,-0.7139115900535746,0.28393733776745816,-1.0,0.24098125594501316,-0.6725800202307207,0.21821818613373373,-0.5319489629425025,0.09423971235799138,-0.6994742882665067,0.11188529179258494,-0.9343238991388484,0.10313184419558794,-0.6060822885665004,0.09736565933096167,-0.48355821862816356,-0.07092934257908903,-0.6622710885152165,-0.0427123369373429,-0.8101983614100835,-0.02735253355891519,-0.5851418062072091,-0.025827216405130606,-0.5008068091867206
A,0.0,0.0,0.28081447393331754,-0.06752510616120819,0.5091554159609282,-0.4036105562885257,0.578169161365458,-0.7510188144941726,0.6643744658207502,-0.9441798232354217,0.4140724582133209,-0.6810166134753791,0.4423745240086034,-0.9195233529358934,0.3757238168364445,-0.6622663156842828,0.34481225773508417,-0.5375897747919257,0.25280197703772384,-0.7127702098431078,0.2880925937404206,-1.0,0.2420743295009464,-0.6698586709810008,0.2181381447098176,-0.5263275790606372,0.09617250421545698,-0.7005509715052396,0.11386888505748581,-0.9344824801855602,0.10231838537983808,-0.6028941499703369,0.09537474031562272,-0.4784300158245662,-0.06920190721230007,-0.6656377325458577,-0.04056747492967914,-0.8146556649459085,-0.02793807547470536,-0.5872290733500054,-0.02773062312865967,-0.5021335546158358
A,0.0,0.0,0.273091917389514,-0.06277180008235606,0.4990000518910088,-0.4013908673498425,0.5680565226998054,-0.7450526735586854,0.6510022078787291,-0.9379400273850614,0.4094985236171046,-0.680204396172787,0.43495545742761205,-0.9170841312273396,0.3682197492157762,-0.6554543727381379,0.34051392604024733,-0.533149148150504,0.24937793560827978,-0.7138865779720994,0.28160141511802694,-1.0,0.23666317378801016,-0.6686823952220098,0.2160813793299699,-0.525882105301922,0.09262367217604109,-0.7016706393976626,0.10565072161980295,-0.9361508337713381,0.09638702574128817,-0.6070243686872914,0.0934086283030301,-0.4825564607653756,-0.0710672473995909,-0.6679042393280282,-0.04963845776574055,-0.815455276646033,-0.034937923288349965,-0.5941809255347285,-0.029842665624382748,-0.5121543180014931
A,0.0,0.0,0.2758926489122121,-0.05820447968445498,0.5041387314647688,-0.39993840428617,0.5745117819414994,-0.7469640084614719,0.6568494160394062,-0.9376989532093386,0.4184361502279294,-0.6791989444820524,0.4411683123384269,-0.9179351198824193,0.3763821970932459,-0.6533342123708336,0.3530500603444523,-0.5321289257804245,0.2559050605852413,-0.7122441301640036,0.28376308383178755,-1.0,0.24162553801616377,-0.6662929705810543,0.2234003357586777,-0.5257380287394792,0.0977550686080357,-0.6999671517565714,0.10821529941636536,-0.9357312130444118,0.09991670173353345,-0.6042386010601866,0.09706550785129797,-0.48247560933807004,-0.06719684404507822,-0.6681271727525293,-0.0479710531689407,-0.8121083630323934,-0.03348554561626312,-0.5912909885407578,-0.02826263285190258,-0.514245349460517
A,0.0,0.0,0.2723824687051286,-0.0761152274623174,0.48928086589769465,-0.40347508285713574,0.5592006630237584,-0.7453486874946352,0.6462867002734265,-0.9427734702160161,0.4033777877040594,-0.6802321874867183,0.427202183078227,-0.9198161892467813,0.3633946883096644,-0.6667481626424947,0.33607339679671855,-0.5394383923757268,0.24537733435448103,-0.7167888099323559,0.2785938371124965,-1.0,0.23300647439866595,-0.6768043563227683,0.21507489435038088,-0.5384717952393294,0.08840150105378776,-0.7083718416576594,0.10379913613571153,-0.9384935251846525,0.0920116304167566,-0.6122607935117675,0.09242352017613964,-0.49097676000056667,-0.07636002790099979,-0.6728847367030651,-0.05149392853243908,-0.8241824498711204,-0.03940651623349837,-0.5991780330461841,-0.03438696136611562,-0.5118887593472099
A,0.0,0.0,0.2738383066137685,-0.08204316282921736,0.48812776631055693,-0.40689689043512645,0.5583036275263001,-0.7445409966095352,0.648758316129041,-0.9404837567010039,0.4085491878013044,-0.6816759256442304,0.4268028528788735,-0.9238330682299236,0.36609335869493326,-0.6678143001752808,0.34178351966024123,-0.5379086108127926,0.249893545033955,-0.7178421638086757,0.2764734888456689,-1.0,0.23516449719354493,-0.6761426555729915,0.22077706050971915,-0.5401208805095052,0.09267401895557736,-0.709452858335307,0.10666138640343986,-0.9413572013968055,0.09604600142064555,-0.6163062945853178,0.09726396460202352,-0.49722656389120234,-0.07117567088952742,-0.6733897265169067,-0.04665027417669894,-0.8258473592055848,-0.03488244474802958,-0.6004289556261644,-0.030729740615375638,-0.5125273172112942
